MET,	Altitude,	Pressure,	Temperature,	DeltaH,	Acceleration X,	Y,	Z,	Orientation X,	Y,	Z,	GPS Latitude,	GPS Longitude,	Software State
0:0:41,88.10,101374.00,26.20,0.08,-9.68,-0.39,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:41,87.43,101374.00,26.20,-0.66,-9.68,-0.39,-0.15,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:41,87.60,101378.00,26.20,0.17,-9.66,-0.40,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:41,87.77,101376.00,26.20,0.17,-9.70,-0.39,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:41,87.93,101375.00,26.20,0.17,-9.67,-0.41,-0.22,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:41,87.60,101373.00,26.20,-0.33,-9.68,-0.39,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:41,87.85,101377.00,26.20,0.25,-9.66,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:42,87.77,101373.00,26.20,-0.08,-9.67,-0.41,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:42,87.60,101374.00,26.20,-0.17,-9.65,-0.39,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:42,87.77,101379.00,26.20,0.17,-9.68,-0.39,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:42,87.52,101376.00,26.20,-0.25,-9.70,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:42,87.60,101377.00,26.20,0.08,-9.68,-0.40,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:42,87.60,101382.00,26.20,0.00,-9.66,-0.40,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:42,87.68,101375.00,26.20,0.08,-9.67,-0.39,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:42,87.35,101376.00,26.20,-0.33,-9.67,-0.39,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:43,87.52,101381.00,26.20,0.17,-9.68,-0.38,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:43,87.60,101375.00,26.20,0.08,-9.67,-0.39,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:43,87.85,101376.00,26.20,0.25,-9.70,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:43,87.85,101376.00,26.20,0.00,-9.67,-0.40,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:43,87.60,101378.00,26.20,-0.25,-9.68,-0.42,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:43,87.35,101376.00,26.20,-0.25,-9.68,-0.39,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:43,87.85,101383.00,26.20,0.50,-9.68,-0.40,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:43,86.85,101379.00,26.20,-1.00,-9.67,-0.41,-0.15,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:44,87.77,101374.00,26.20,0.91,-9.67,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:44,87.77,101378.00,26.20,0.00,-9.68,-0.39,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:44,87.77,101378.00,26.20,0.00,-9.67,-0.42,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:44,87.93,101384.00,26.20,0.17,-9.66,-0.40,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:44,87.52,101379.00,26.20,-0.42,-9.67,-0.40,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:44,87.60,101377.00,26.20,0.08,-9.68,-0.39,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:44,87.18,101376.00,26.20,-0.42,-9.69,-0.41,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:44,87.02,101383.00,26.20,-0.17,-9.66,-0.41,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:45,87.43,101381.00,26.20,0.41,-9.67,-0.40,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:45,87.85,101378.00,26.20,0.42,-9.68,-0.39,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:45,87.52,101373.00,26.20,-0.33,-9.68,-0.39,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:45,87.68,101373.00,26.20,0.17,-9.67,-0.40,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:45,87.85,101375.00,26.20,0.17,-9.67,-0.39,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:45,87.68,101379.00,26.20,-0.17,-9.68,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:45,88.01,101378.00,26.20,0.33,-9.67,-0.40,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:45,87.60,101377.00,26.20,-0.42,-9.67,-0.40,-0.21,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:46,87.60,101377.00,26.20,0.00,-9.66,-0.41,-0.15,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:46,87.52,101379.00,26.20,-0.08,-9.69,-0.40,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:46,88.01,101378.00,26.20,0.50,-9.68,-0.39,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:46,87.60,101382.00,26.20,-0.42,-9.66,-0.39,-0.14,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:46,87.77,101375.00,26.20,0.17,-9.68,-0.38,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:46,87.60,101378.00,26.20,-0.17,-9.68,-0.39,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:46,87.35,101378.00,26.20,-0.25,-9.67,-0.41,-0.21,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:46,87.85,101383.00,26.20,0.50,-9.68,-0.38,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:47,88.01,101377.00,26.20,0.17,-9.67,-0.42,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:47,87.68,101374.00,26.20,-0.33,-9.67,-0.39,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:47,87.77,101383.00,26.20,0.08,-9.67,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:47,87.60,101380.00,26.20,-0.17,-9.68,-0.39,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:47,87.77,101377.00,26.20,0.17,-9.66,-0.41,-0.21,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:47,87.85,101376.00,26.20,0.08,-9.67,-0.41,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:47,87.77,101381.00,26.20,-0.08,-9.69,-0.40,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:47,87.77,101380.00,26.20,0.00,-9.69,-0.38,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:48,87.60,101375.00,26.20,-0.17,-9.67,-0.40,-0.21,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:48,87.52,101382.00,26.20,-0.08,-9.67,-0.39,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:48,87.35,101377.00,26.20,-0.17,-9.68,-0.40,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:48,87.93,101382.00,26.20,0.58,-9.66,-0.41,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:48,87.10,101376.00,26.20,-0.83,-9.67,-0.38,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:48,88.01,101379.00,26.20,0.91,-9.69,-0.40,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:48,88.01,101378.00,26.20,0.00,-9.67,-0.39,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:48,87.68,101374.00,26.20,-0.33,-9.67,-0.40,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:49,87.52,101380.00,26.20,-0.17,-9.68,-0.41,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:49,87.10,101378.00,26.20,-0.42,-9.68,-0.39,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:49,87.85,101375.00,26.20,0.75,-9.67,-0.39,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:49,87.77,101376.00,26.20,-0.08,-9.67,-0.39,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:49,87.68,101379.00,26.20,-0.08,-9.69,-0.40,-0.21,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:49,87.60,101381.00,26.20,-0.08,-9.65,-0.40,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:49,87.10,101374.00,26.20,-0.50,-9.68,-0.41,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:49,87.77,101376.00,26.20,0.66,-9.67,-0.40,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:50,87.85,101376.00,26.20,0.08,-9.68,-0.41,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:50,87.43,101381.00,26.20,-0.42,-9.67,-0.40,-0.15,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:50,87.35,101380.00,26.20,-0.08,-9.67,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:50,87.93,101374.00,26.20,0.58,-9.69,-0.41,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:50,87.60,101380.00,26.20,-0.33,-9.67,-0.39,-0.22,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:50,87.93,101376.00,26.20,0.33,-9.67,-0.40,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:50,88.35,101373.00,26.20,0.42,-9.68,-0.41,-0.22,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:50,87.60,101376.00,26.20,-0.75,-9.69,-0.39,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:51,87.10,101382.00,26.20,-0.50,-9.65,-0.39,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:51,88.10,101379.00,26.20,1.00,-9.67,-0.41,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:51,87.60,101378.00,26.20,-0.50,-9.68,-0.39,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:51,87.43,101383.00,26.20,-0.17,-9.67,-0.39,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:51,88.01,101377.00,26.20,0.58,-9.65,-0.41,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:51,87.52,101375.00,26.20,-0.50,-9.66,-0.39,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:51,87.85,101376.00,26.20,0.33,-9.67,-0.41,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:51,88.18,101378.00,26.20,0.33,-9.67,-0.40,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:52,87.85,101374.00,26.20,-0.33,-9.69,-0.40,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:52,87.35,101369.00,26.20,-0.50,-9.67,-0.41,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:52,87.77,101380.00,26.20,0.42,-9.68,-0.40,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:52,88.01,101382.00,26.20,0.25,-9.68,-0.42,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:52,87.85,101375.00,26.20,-0.17,-9.69,-0.41,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:52,87.52,101379.00,26.20,-0.33,-9.67,-0.41,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:52,87.52,101379.00,26.20,0.00,-9.66,-0.43,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:52,87.52,101377.00,26.20,0.00,-9.67,-0.40,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:53,87.43,101375.00,26.20,-0.08,-9.68,-0.41,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:53,87.68,101380.00,26.20,0.25,-9.67,-0.41,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:53,87.10,101376.00,26.20,-0.58,-9.66,-0.41,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:53,87.10,101376.00,26.20,0.00,-9.66,-0.40,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:53,87.77,101375.00,26.20,0.66,-9.67,-0.42,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:53,87.85,101377.00,26.20,0.08,-9.67,-0.41,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:53,87.43,101375.00,26.20,-0.42,-9.66,-0.38,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:53,87.52,101379.00,26.20,0.08,-9.68,-0.39,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:54,87.27,101382.00,26.20,-0.25,-9.67,-0.41,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:54,87.18,101377.00,26.20,-0.08,-9.67,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:54,87.43,101376.00,26.20,0.25,-9.66,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:54,87.52,101382.00,26.20,0.08,-9.69,-0.37,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:54,87.27,101374.00,26.20,-0.25,-9.67,-0.38,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:54,87.35,101382.00,26.20,0.08,-9.66,-0.40,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:54,87.10,101385.00,26.20,-0.25,-9.66,-0.42,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:54,87.10,101386.00,26.20,0.00,-9.67,-0.39,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:55,87.35,101379.00,26.20,0.25,-9.68,-0.40,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:55,87.68,101384.00,26.20,0.33,-9.68,-0.39,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:55,87.18,101381.00,26.20,-0.50,-9.67,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:55,87.27,101377.00,26.20,0.08,-9.68,-0.41,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:55,87.27,101376.00,26.20,0.00,-9.66,-0.39,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:55,87.68,101376.00,26.20,0.42,-9.68,-0.40,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:55,87.18,101380.00,26.20,-0.50,-9.66,-0.40,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:55,87.18,101374.00,26.20,0.00,-9.67,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:56,87.52,101375.00,26.20,0.33,-9.68,-0.43,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:56,88.01,101376.00,26.20,0.50,-9.66,-0.38,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:56,87.93,101376.00,26.20,-0.08,-9.68,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:56,87.43,101379.00,26.20,-0.50,-9.67,-0.40,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:56,87.43,101381.00,26.20,0.00,-9.67,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:56,87.60,101381.00,26.20,0.17,-9.66,-0.41,-0.14,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:56,87.52,101378.00,26.20,-0.08,-9.67,-0.40,-0.21,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:56,87.52,101373.00,26.20,0.00,-9.68,-0.41,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:57,87.52,101375.00,26.20,0.00,-9.69,-0.41,-0.13,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:57,87.60,101377.00,26.20,0.08,-9.68,-0.39,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:57,87.35,101377.00,26.20,-0.25,-9.67,-0.42,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:57,87.43,101378.00,26.20,0.08,-9.67,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:57,86.85,101381.00,26.20,-0.58,-9.69,-0.39,-0.21,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:57,87.52,101380.00,26.20,0.66,-9.67,-0.38,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:57,87.52,101375.00,26.20,0.00,-9.68,-0.40,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:57,87.52,101375.00,26.20,0.00,-9.68,-0.41,-0.15,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:58,87.52,101375.00,26.20,0.00,-9.67,-0.40,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:58,87.52,101380.00,26.20,0.00,-9.67,-0.43,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:58,88.01,101380.00,26.20,0.50,-9.67,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:58,87.68,101374.00,26.20,-0.33,-9.67,-0.42,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:58,87.35,101377.00,26.20,-0.33,-9.69,-0.39,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:58,87.43,101382.00,26.20,0.08,-9.66,-0.41,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:58,87.43,101375.00,26.20,0.00,-9.67,-0.40,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:58,87.18,101381.00,26.20,-0.25,-9.68,-0.40,-0.22,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:59,88.01,101375.00,26.20,0.83,-9.68,-0.39,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:59,87.93,101380.00,26.20,-0.08,-9.66,-0.41,-0.21,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:59,88.01,101380.00,26.20,0.08,-9.69,-0.43,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:59,87.93,101378.00,26.30,-0.08,-9.66,-0.40,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:59,87.60,101378.00,26.20,-0.33,-9.68,-0.39,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:59,88.10,101378.00,26.30,0.50,-9.67,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:59,87.93,101379.00,26.20,-0.17,-9.68,-0.41,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:0:59,87.85,101378.00,26.20,-0.08,-9.67,-0.40,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:0,87.60,101378.00,26.30,-0.25,-9.68,-0.38,-0.15,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:0,87.60,101378.00,26.30,0.00,-9.68,-0.41,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:0,87.60,101376.00,26.20,0.00,-9.65,-0.41,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:0,87.68,101377.00,26.20,0.08,-9.67,-0.39,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:0,87.77,101379.00,26.30,0.08,-9.67,-0.39,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:0,87.52,101379.00,26.30,-0.25,-9.70,-0.39,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:0,87.68,101377.00,26.30,0.17,-9.68,-0.42,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:0,88.10,101371.00,26.30,0.42,-9.67,-0.43,-0.21,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:1,87.68,101373.00,26.30,-0.42,-9.68,-0.41,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:1,87.85,101373.00,26.20,0.17,-9.67,-0.41,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:1,88.18,101378.00,26.30,0.33,-9.67,-0.39,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:1,86.94,101382.00,26.30,-1.25,-9.68,-0.43,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:1,88.35,101372.00,26.20,1.41,-9.68,-0.39,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:1,87.10,101377.00,26.30,-1.25,-9.69,-0.40,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:1,87.52,101377.00,26.30,0.42,-9.67,-0.41,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:1,87.93,101372.00,26.30,0.42,-9.68,-0.40,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:2,87.18,101378.00,26.30,-0.75,-9.66,-0.40,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:2,87.35,101374.00,26.30,0.17,-9.68,-0.40,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:2,87.43,101374.00,26.30,0.08,-9.67,-0.40,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:2,87.18,101378.00,26.30,-0.25,-9.67,-0.39,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:2,87.60,101381.00,26.30,0.42,-9.68,-0.40,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:2,87.60,101382.00,26.30,0.00,-9.66,-0.41,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:2,87.52,101379.00,26.30,-0.08,-9.68,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:2,87.18,101379.00,26.30,-0.33,-9.67,-0.39,-0.21,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:3,87.43,101375.00,26.30,0.25,-9.66,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:3,87.52,101384.00,26.30,0.08,-9.66,-0.40,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:3,87.60,101381.00,26.30,0.08,-9.68,-0.41,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:3,87.77,101381.00,26.30,0.17,-9.68,-0.41,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:3,87.60,101380.00,26.30,-0.17,-9.67,-0.41,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
